"node_id","node_type","all_time_communities","slice_1650_1699","slice_1675_1724","slice_1700_1749","slice_1725_1774","slice_1750_1799","slice_1775_1824","slice_1800_1849","slice_1825_1874","slice_1850_1899","slice_1875_1924","publication_communities"
"rspl_1892_0036","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379,0,89,355"
"rspl_1892_0037","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0038","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,31,27"
"rspl_1892_0039","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"664,383,599"
"rspl_1892_0040","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"665,384,600"
"rspl_1892_0041","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"642,359,577"
"rspl_1892_0042","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0043","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"477,190,412"
"rspl_1892_0044","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0045","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0046","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0047","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"666,385,601"
"rspl_1892_0048","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,31,27"
"rspl_1892_0049","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"595,309,529"
"rspl_1892_0050","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"530,243,465"
"rspl_1892_0051","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,12,27,10,349"
"rspl_1892_0052","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,31,27"
"rspl_1892_0053","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,10,349"
"rspl_1892_0054","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14,40"
"rspl_1892_0055","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"667,386,602"
"rspl_1892_0056","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,12"
"rspl_1892_0057","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0058","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,188,349"
"rspl_1892_0059","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0060","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"668,387,603"
"rspl_1892_0061","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"669,388,604"
"rspl_1892_0062","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,208"
"rspl_1892_0063","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"479,192,414"
"rspl_1892_0064","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,208"
"rspl_1892_0065","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"670,389,605"
"rspl_1892_0066","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"666,385,601"
"rspl_1892_0067","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0068","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"490,203,425"
"rspl_1892_0069","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0070","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39,25,37"
"rspl_1892_0071","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0072","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"671,390,606"
"rspl_1892_0073","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1892_0074","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0075","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,12"
"rspl_1892_0076","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0077","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0078","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399,59,108,0"
"rspl_1892_0079","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,31,27"
"rspl_1892_0080","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1892_0081","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37,35"
"rspl_1892_0082","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,7"
"rspl_1892_0083","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"672,391,607"
"rspl_1892_0084","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1892_0085","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217,35,215"
"rspl_1892_0086","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"214,356,212"
"rspl_1892_0087","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"673,392,608"
"rspl_1892_0088","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13,0"
"rspl_1892_0089","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"674,393,609"
"rspl_1892_0090","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"358,65,347"
"rspl_1892_0091","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"647,364,582"
"rspl_1892_0092","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66,19,65"
"rspl_1892_0093","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"675,394,610"
"rspl_1892_0094","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"675,394,610"
"rspl_1892_0095","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"595,309,529"
"rspl_1892_0096","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"112,47,109"
"rspl_1892_0097","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1892_0098","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25,43,203,24"
"rspl_1892_0099","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0100","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0101","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0102","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0103","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0104","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0105","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0106","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0107","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0108","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0109","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0110","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0111","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0112","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0113","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0114","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0115","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0116","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0117","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0118","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0119","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0001","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,31,27"
"rspl_1893_0002","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0003","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,12"
"rspl_1893_0004","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0005","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0006","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"206,42,203"
"rspl_1893_0007","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1893_0008","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"668,387,603"
"rspl_1893_0009","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"675,394,610"
"rspl_1893_0010","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"524,237,459"
"rspl_1893_0011","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,31,27"
"rspl_1893_0012","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0013","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,12"
"rspl_1893_0014","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1893_0015","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0016","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,10,349"
"rspl_1893_0017","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,10,349"
"rspl_1893_0018","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,113"
"rspl_1893_0019","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,31,27"
"rspl_1893_0020","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"676,395,611"
"rspl_1893_0021","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"677,396,612"
"rspl_1893_0022","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0023","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39,25,37"
"rspl_1893_0024","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0025","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,12"
"rspl_1893_0026","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"636,352,571"
"rspl_1893_0027","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"206,42,203"
"rspl_1893_0028","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,48,207"
"rspl_1893_0029","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"580,294,515"
"rspl_1893_0030","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44,370,42"
"rspl_1893_0031","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"678,397,613"
"rspl_1893_0032","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1893_0033","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68,21,67"
"rspl_1893_0034","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1893_0035","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1893_0036","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1893_0037","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1893_0038","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0039","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0040","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0041","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0042","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"555,269,490"
"rspl_1893_0043","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37,13,23"
"rspl_1893_0044","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"588,302,522"
"rspl_1893_0045","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0046","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0047","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379,89,355"
"rspl_1893_0048","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1893_0049","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0050","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"679,398,614"
"rspl_1893_0051","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0052","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,31,27"
"rspl_1893_0053","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"680,399,615"
"rspl_1893_0054","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,31,27"
"rspl_1893_0055","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,6"
"rspl_1893_0056","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"580,294,515"
"rspl_1893_0057","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37,13,35,23"
"rspl_1893_0058","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,12"
"rspl_1893_0059","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0060","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"681,400,616"
"rspl_1893_0061","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0062","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"682,401,617"
"rspl_1893_0063","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0064","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0065","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1893_0066","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0067","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"683,402,618"
"rspl_1893_0068","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1893_0069","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1893_0070","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,12"
"rspl_1893_0071","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"678,397,613"
"rspl_1893_0072","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1893_0073","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217,35,215"
"rspl_1893_0074","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"684,403,619"
"rspl_1893_0075","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,31,27"
"rspl_1893_0076","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1893_0077","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"283,404,281"
"rspl_1893_0078","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0079","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,74,207"
"rspl_1893_0080","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0081","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0082","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399,59,108,0"
"rspl_1893_0083","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24,8,1"
"rspl_1893_0084","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0085","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,6"
"rspl_1893_0086","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"682,401,617"
"rspl_1893_0087","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0088","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39,25,37"
"rspl_1893_0089","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0090","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,208"
"rspl_1893_0091","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0092","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"685,405,620"
"rspl_1893_0093","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"112,47,109"
"rspl_1893_0094","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1893_0095","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14,40"
"rspl_1893_0096","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"237,32,235"
"rspl_1893_0097","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1893_0098","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"686,406,621"
"rspl_1893_0099","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0100","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0101","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0102","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0103","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0104","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0105","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0106","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0107","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0108","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0109","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0110","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0111","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0112","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0113","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0114","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0115","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0116","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0117","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0118","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0119","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0120","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1893_0121","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1894_0001","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1894_0002","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,31,27"
"rspl_1894_0003","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1894_0004","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"687,407,622"
"rspl_1894_0005","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,0,74,207"
"rspl_1894_0006","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,12"
"rspl_1894_0007","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,12"
"rspl_1894_0008","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1894_0009","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1894_0010","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"208,48,205,35"
"rspl_1894_0011","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1894_0012","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1894_0013","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"643,360,578"
"rspl_1894_0014","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8,3"
"rspl_1894_0015","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8,3"
"rspl_1894_0016","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,10,349"
"rspl_1894_0017","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"502,215,437"
"rspl_1894_0018","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"502,215,437"
"rspl_1894_0019","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"502,215,437"
"rspl_1894_0020","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"502,215,437"
"rspl_1894_0021","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"237,32,235"
"rspl_1894_0022","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"688,408,623"
"rspl_1894_0023","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"595,309,529"
"rspl_1894_0024","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1894_0025","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,6"
"rspl_1894_0026","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1894_0027","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24,8,1"
"rspl_1894_0028","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1894_0029","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1894_0030","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1894_0031","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1894_0032","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,74,207"
"rspl_1894_0033","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1894_0034","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1894_0035","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1894_0036","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1894_0037","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37,409,35"
"rspl_1894_0038","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"454,165,389"
"rspl_1894_0039","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"454,165,389"
"rspl_1894_0040","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1894_0041","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"689,410,624"
"rspl_1894_0042","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1894_0043","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1894_0044","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1894_0045","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"261,52,259"
"rspl_1894_0046","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1894_0047","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1894_0048","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,10,349"
"rspl_1894_0049","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"555,269,490"
"rspl_1894_0050","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"580,294,515"
"rspl_1894_0051","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,6"
"rspl_1894_0052","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19,252"
"rspl_1894_0053","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,12"
"rspl_1894_0054","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,31,27"
"rspl_1894_0055","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"690,411,625"
"rspl_1894_0056","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"690,411,625"
