id,type
Mr. Zolman,author
"Walter Wahl, Ph. D.",author
"Sir James Dewar, M. A., Sc. D., LL. D., F. R. S.",author
John Clephane,author
Henry Rosewarne,author
"J. Gordon Wilson, M. A., M. B. (Edin.)",author
"Benjamin Moore, D. Sc., F. R. S. ",author
"Professor James Thomson, Ll. D., F. R. S.",author
Cromwell F. Varley,author
"Prof. J. C. Bose, M. A., D. Sc., C. S. I.",author
"Professor Wyville Thomson, LL. D., D. Sc., F. R. S.",author
"Edwin H. Barton, B. Sc.",author
"Joseph Lunt, B. Sc., F. C. S.",author
"James Walker, M. A.",author
"Frederick W. Mott, M. D., B. S., M. R. C. P.",author
James Heygate,author
"B. D. Steele, D. Sc.",author
"Professor Karl Pearson, F. R. S.",author
"E. Cunningham, B. A.",author
Lord Wrottesley,author
"Dr. W. M. Fletcher, F. R. S.",author
Swanzey,author
Professor Ralph Copeland,author
A. Hart Everett,author
John Ray,author
"Colonel Sir David Bruce, C.B., F. R. S.",author
"J. H. Gladstone, Ph. D., F. R. S.",author
Mr Geoffroy,author
Hugo M\#xFC;ller,author
"Prof. W. Burnside, F. R. S.",author
"H. G. Chapman, M. D., B. S.",author
Anthony Shepherd,author
"A. V. Hill, M. A. ",author
John Dollond,author
"Sir E. Ray Lankester, K. C. B., F. R. S.",author
"Frank Horton, M. A., D. Sc.",author
Dr. Mortimer,author
"Robert John Caldwell, B. Sc.",author
"Professor Sch\#xE4;fer, F. R. S.",author
M. Seward.,author
"David Fraser Harris, M. D., B. Sc. (London)",author
Marc Malpigii,author
Lieutenant Colonel Ironside,author
T. H. Huxley,author
"James Glaisher, F. R. S.",author
J. E. Cullum.,author
"Sir Norman Lockyer, K. C. B., F. R. S., LL. D., Sc. D.",author
"John H. Grindley, D. Sc. (Vict.)",author
Dorothea M. A. Bate,author
"Charles Godfrey, B. A.",author
"Prof. C. Niven, F. R. S.",author
John Atkins,author
Giffin Wilson,author
"Sidney Skinner, B. A.",author
"Surgeon J. Fenton Evans, M. B.",author
"Prof. Sir Ronald Ross, K.C.B., F. R. S.",author
"Karl Grossmann, M. D., F. R. C. S. E.",author
"G. H. Darwin, F. R. S.",author
"Prof. Sydney Young, F. R. S.",author
"W. C. Sturgis, M. A., Ph. D.",author
William Hamilton Wilson,author
A. E. Towers,author
M. A. O. Des Cloizeaux,author
"John Hopkinson, F. R. S.",author
George Forchhammer,author
M. Georges Ville,author
"C. Piazzi Smyth, F. R. S.",author
"Francis G. Baily, M. A.",author
William Anderson,author
J. Douglass,author
James R. Christie,author
"Professor C. S. Sherrington, F. R. S.",author
Abraham Hill,author
"H. A. Webb, B. A.",author
Douglas,author
Edmund J. Mills,author
J. M. O\#x2019;Connor.,author
Samuel Reynardson,author
H. T. Barnes,author
Robert Home,author
"Sedley Taylor, M. A.",author
"Morris W. Travers, D. Sc., F. R. S.",author
"Charles E. Beevor, M. D. Lond., F. R. C. P.",author
William Aglionby,author
V Villiam Briggs,author
"Professor H. E. Roscoe, F. R. S.",author
"Professor Silvanus P. Thompson, B. A., D. Sc.",author
Di Luigi Dau,author
J. Cor. Huxham,author
"Harold B. Dixon, M. A.",author
"Prof. Sanderson, M. D., F. R. S.",author
John Conduitt,author
Edmund Barrell,author
"Hugo W. M\#xFC;ller, Ph.D., F. R. S.",author
"Henry H. Slater, Esq. B.A.",author
"Frederick J. Smith, M. A.",author
"Dr. H. Woodward, F. R. S., V. P. G. S., \amp;c.",author
S. James A. Salter,author
"H. M. Woodcock, D. Sc.",author
Alexander Burnes,author
Mr. Serson,author
"J. Larmor, M. A.",author
"Professor Andrew Gray, LL. D., F. R. S.",author
A. I,author
"J. Bretland Farmer, F. R. S., F. L. S.",author
"W. J. Macquorn Rankine, C. E., LL. D., F. R. S.",author
Anthony Van Leuwenhoek,author
"Walter Rosehain, B. A., D. Sc.",author
"Edward Matthey, A. R. S. M.",author
Mons Garcin,author
T. A. Webster,author
"Friedr. Kohlrausch, Foreign Member R. S.",author
Alfred James Hipkins,author
"Silvanus P. Thompson, F. R. S.",author
"John Casey, LL. D., M. R. I. A.",author
George Derbage,author
Hugh Todd,author
"Professor Sir. W. Thomson, F. R. S.",author
Zachary Pearce,author
"Lieut-General R. Strachey, R. E., F. R. S.",author
"J. J. Manley, M. A.",author
"L. K. G. Filon, M. A., D. Sc.",author
John Bulteel,author
"D. H. Scott, M. A., Ph. D., F. R. S., Hon.",author
De La Rue.,author
"Professor W. N. Hartley, F. R. S.",author
"Professor G. Carey Foster, B. A., B. Sc., F. R. S.",author
"F. Maitland Balfour, F. R. S.",author
Professor Hansteen,author
"Edward Newton, C. M. G., M. A., F. L. S.",author
"Karl Pearson, M. A.",author
William Molyneux,author
"C. B. Clarke, F. R. S.",author
W. H. Perkin,author
Father Le Gobien,author
"William Huggins, LL. D., D. C. L., V. P. R. S.",author
"R. J. Caldwell, B. Sc. (Lond.)",author
"Sir George Airy, K. C. B., F. R. S.",author
"H. Hamshaw Thomas, M. A.",author
Joseph Platt,author
"C. S. Roy, F. R. S.",author
Monsieur de Martel,author
Dr Papin,author
"Dr. Carpenter, F. R. S.",author
Tho. Birch,author
S. M. Drach,author
James Lowther,author
"Albert G\#xFC;nther, F. R. S.",author
Monsieur Auzout,author
Robert Moray Knight,author
"W. J. Sell, M. A., F. I. C.",author
Philip Henry Zollman,author
G. H. Verrall,author
"Major-General Sir Henry James, R.E., F. R. S. \amp;c.",author
Henry R. Palmer,author
"Howard L. Bronson, Ph. D.",author
"Prof. L. N. G. Filon, F. R. S.",author
"Catherine A. Raisin, B. Sc.",author
J. J. Waterson,author
"J. S. Risien Russell, M. D., M. R. C. P.",author
"the Hon. R. J. Strutt, M. A., Sc. D., F. R. S.",author
Hermann von Schlagintweit,author
W. Lassell,author
James Byres,author
"T. Jeffery Parker, B. Sc., F. R. S.",author
James Beart Simonds,author
"P. L. Gray, B. Sc., A. R. C. S.",author
Thos. Kerigan,author
M. Elie Wartmann,author
"J. Vargas Eyre, M. A., Ph. D.",author
Bezaleel Sherman,author
Prof. Osborne Reynolds.,author
W. B. Bottomley,author
F. W. D.,author
"Sir John Evans, K. C. B., Treasurer R. S.",author
John Harris,author
Thomas Hopkins,author
"Prof. Karl Pearson, F. R. S.",author
George Fownes,author
"Arthur Trehern Norton, F. R. C. S.",author
"Dr. S. F. Harmer, F. R. S.",author
Ferdinand Ellerman.,author
Charles S. Myers.,author
"Philippa C. Esdaile, M. Sc. (Man.)",author
Signior Malpighi,author
Mr. Ranby,author
"Dr. G. Gore, F. R. S.",author
"Major Walter B. Cannon, M. R. C., U. S. Army",author
"J. H. N. Hennessey, F. R. A. S.",author
"Professor G. G. Stokes, LL. D., D. C. L., Sec. R. S",author
Prof. Francesco Brioschi,author
David Williams,author
"Shelford Bidwell, M. A., LL. B., F. R. S.",author
George Robinson,author
"G. D. Liveing, M. A.",author
"Sir Richard Owen, K. C. B., F. R. S., D. C. L.",author
Richard Ansch\#xFC;tz,author
Claude Nicholas le Cat,author
G. B. Grassi,author
Joseph Willard,author
William Bell,author
J. F. ,author
Thomas S. Beck,author
Michael Morris,author
"E. G. Coker, M. A., D. Sc.",author
"W. Kitchen Parker, F. R. S.",author
C. Schr\#xF6;ter,author
Frederick Chambers,author
Joseph Williamson,author
"A. G. C. Gwyer, B. Sc.",author
Thomas Henry,author
J. Goldingham,author
"George Stanley Walpole, D. Sc., F. I. C.",author
"Francis Galton, D. C. L., F. R. S.",author
John Ingen Housz,author
"Frank Clowes, D. Sc.",author
Marquis Nicolini,author
Mr. Schirach,author
George Mivart,author
"H. Hartridge, M.A., M.B., B.C.",author
"Wyndham R. Dunstan, M. A., LL. D., F. R. S.",author
Mark M&apos;Callum,author
"Prof. E. Frankland, F. R. S.",author
"John Davies Thomas, M. D. (Lond.), F. R. C. S. (Eng.)",author
W. Scoresby,author
"Rev. N. M. Ferrers, D. D., F. R. S.",author
Tho. Stack,author
"W. T. Thiselton Dyer, C.M.G, F. R. S.",author
J. J. Bigsby,author
"Jean White, D. Sc.",author
W. Petty Knt.,author
S. Fletcher Moulton,author
"Robert H. Scott, M. A., F. R. S.",author
P. Chappuis,author
"Sir Joseph Hooker, K. C. S. I.",author
Andrew John Robertson,author
Christoph Kirkby,author
"Elizabeth A. Fraser, B. Sc.",author
"Arthur Dendy, D. Sc.",author
"T. J. I\amp;apos; A. Bromwich, Sc. D., F. R. S.",author
"George J. Burch, D. Sc., F. R. S.",author
"Herbert Watney, M. A.",author
Stephen Williams,author
"Dr. Andrews, F. R. S.",author
"J. B. Farmer, M. A.",author
T. Brady,author
"Professor McIntosh, F. R. S.",author
"Professor Tyndall, F. R. S.",author
William Holder,author
Frithiof Holmgren,author
John Collins,author
James Six,author
Charles Lyell,author
"George Stillingfleet Johnson, M. R. C. S., F. C. S., F. I C.",author
Patrick Brydone,author
A. E. Tutton. B. Sc.,author
Mr. Brydone,author
"George J. Romanes, M. A., F. L. S., \amp;c.",author
William Richardson,author
"C. T. R. Wilson, B. Sc. (Vict.), M. A. (Cantab.)",author
Charles Collignon,author
Fr. Hauskbee,author
Henry O. Feiss,author
"G. H. Darwin, M. A., LL. D., F. R. S.",author
Dr. Frewen,author
William B. Carpenter,author
George Warren,author
Israel Lyons,author
"J. Hopkinson, D. Sc., M. A.",author
"William J. S. Lockyer M. A., Ph. D., F. R. A. S.",author
" Sir Napier Shaw, F. R. S.",author
Isaac Pyke,author
Lieut. J. H. Hennessey.,author
"Rev. Samuel Haughton, M. D. Dubl., D. C. L. Oxon., F. R. S.",author
"Donald Ewen, M. Sc.",author
"Colonel J. T. Walker, R. E., F. R. S.",author
"Sir William Christie, K. C. B.",author
Paul Panton,author
"Edward Taylor Jones, D. Sc.",author
"George Stewardson Brady, M. D., F. L. S., C. M. Z. S.",author
Professor Dr. Albert Schrauf,author
Monsieur Hugens,author
G. Owen Rees,author
J. Theoph. Desaguliers,author
"Dr. Klein, F. R. S.",author
Charles Brooke,author
M. Janssen,author
"Prof. A. W. Porter, F. R. S.",author
James Macartney,author
"B. Moore, M. A.",author
"R. S. Cole, M. A.",author
"William Ray, M. B., B. Sc.",author
"R. D. Kleeman, D. Sc. (Adelaide), B. A. (Cantab.)",author
Joseph Glanvill,author
Joseph Black,author
"the Earl of Rosse, F. R. S.",author
"G. Stead, B. A.",author
John Catlyn,author
William Moreland,author
"George J. Burch, M. A. Oxon., F. R. S.",author
"Henry F. Blanford, F. G. S.",author
"W. Mansergh Varley, M. Sc. (Vict.), Ph. D. (Strasburg), B. A. (Cantab.)",author
"William H. Johnson, B. Sc.",author
B. Sherman,author
Patrick Murdoch,author
"Jessie S. Bayliss, B. Sc.",author
Giles Pooley,author
"Sir Henry Roscoe, F. R. S.",author
"John T. Nicolson, D. Sc., M. Inst. C. E.",author
Foster,author
James Theobald,author
James Jackson,author
"Professor J. Hutchinson, F. R. S.",author
"Frank Tinker, M. Sc.",author
Majors David Harvey,author
Ja. Bradley,author
M. de. S. Maurice,author
"Horace T. Brown, F. I. C., F. C. S.",author
"Sir J. Henry Gilbert, F. R. S.",author
"W. H. Hatfield, B. Met. (Sheffield University)",author
"H. Stanley Allen, M. A., D. Sc.",author
"Major G. P. Lenox-Conyngham, R. E. ",author
Mr. Lifter,author
"Prof. Wyville Thomson, F. R. S. \amp;c.",author
"W. H. L. Russell, F. R. S.",author
Edwin Canton,author
Charles Fox,author
Mr. Leeuwenhoeck,author
R. W. Fox,author
"Mr. J. Y. Buchanan, F. R. S.",author
Antony van Leewenhoeck,author
Emanuel Mendez da Costa,author
C. J. Sprengell,author
"Prof. H. G. Plimmer, F. R. S.",author
"E. J. Routh, D. Sc., F. R. S.",author
Taylor White,author
"Major R. H. Elliot, I. M. S.",author
"Frederick Keeble, M. A.",author
"Prof. Gamgee, F. R. S.",author
William Crookes,author
Dr. Rutty,author
Dr. Michael Foster.,author
Stellar Fish,author
"J. D. Everett, F. R. S.",author
Honourable James,author
" R. J. Strutt, F. R. S.",author
"Charles P. Butler, A. R. C Sc., F. R. P. S., F. R. A. S.",author
Walter Pope,author
H. L. Duck,author
"Frank Clowes, D. Sc. Lond. ",author
J. Beaumont,author
David Macbride,author
W. H. Pepys,author
Andrew Knight,author
Philip P. King,author
"Dr. Frankland, F. R. S.",author
"C. C. L. Gregory, B. A.",author
"Alfred Tribe, Esq.",author
W. Hopkins,author
W. I. Pawlow,author
"Professor V. Horsley, F. R. S.",author
"Dr. Sharpey, V. P. R. S.",author
William Freeman,author
"C. Spurge, B. A. ",author
"John Macallan, F. I. C.",author
"Professor Duncan, F. R. S.",author
John James Scheuchzer,author
G. Neumayer,author
Otto Torell,author
"Professor D. J. Cunningham, D. Sc., F. R. S.",author
Richard Henry Alex. Bennet,author
"John S. Townsend, F. R. S.",author
"W. Lawrence Balls, M. A.",author
"C. S. Roy, F. R. S., M. D.",author
H. F. N. ,author
"T. A. Henry, D. Sc. Lond.",author
"Robert James Lee, M. A., M. D.",author
"Prof. Burdon Sanderson, M. D., LL. D., F. R. S.",author
"P. W. Burbidge, M. Sc.",author
"A. P. Laurie, D. Sc., F. R. S. E.",author
"Admiral Richards, C. B., F. R. S.",author
Moses Lindo,author
John Collet,author
Tho. Davies,author
Alexander Marcet,author
Roelof Diodati,author
Tho. Salmon,author
"Ernest H. Glaisher, B. A.",author
William John Macquorn Rankine,author
"W. H. Eccles, D. Sc.",author
"Sir B. C. Brodie, Bart., F. R. S.",author
Dr. Tempest Anderson.,author
Foreign Secretary,author
"G. J. Romanes, F. R. S.",author
J. C. McLennan,author
John Ranby,author
"J. W. Capstick, D. Sc., M. A.",author
"Leonard Bairstow, A. R. C. Sc., Wh. Sch.",author
Andrew Oliver,author
"Adam Sedgwick, F. R. S.",author
"W. J. S. Lockyer, M. A. (Camb.), Ph. D.",author
Frank Nicholls,author
"A. C. Ramsay, D. C. L., F. R. S.",author
R. Gulbransen,author
Santiago Ram\#xF3;n y Cajal,author
"A. E. Wright, M. D. (Dubl.)",author
"Professor Williamson, Foreign Secretary R. S.",author
James Burrow,author
"F. W. Dyson, M.A. F. R. S., Sec. R.A.S.",author
"Lord Rayleigh, O. M. F. R. S.",author
Jagadis Chunder Bose,author
"A. R. Forsyth, F. R. S.",author
Edward Bayley,author
"Henry E. Armstrong, Ph. D., F. R. S., Sec. C. S., Professor of Chemistry in the London Institution.",author
Mr. Pickering,author
Richard Johnson,author
"Sir Thomas R. Fraser, M. D., LL. D., F. R. S.",author
David Krieg,author
J. Ll. Williams,author
Richard Lovell Edgeworth,author
"Horace Lamb, M. A., F. R. S.",author
"A. B. Wood, M. Sc.",author
"Professor T. E. Thorpe, Ph. D., F. R. S.",author
F. A. Abel,author
"Sir Edward Sch\#xE4;fer, F. R. S.",author
"J. S. Haldane, F. R. S.",author
"T. Lauder Brunton, M. D., F. R. S",author
Robert Waring Darwin,author
J. W. Griffith,author
Francis Higginson,author
"George Biddell Airy, C. B., P. R. S.",author
"W. Thiselton Dyer, M. A., F. R. S.",author
"Professor George Forbes, M. A.",author
"Max L\#xF6;wenthal, M. D. (W\#xFC;rz.), M. R. C. P.",author
John Hellins,author
"Joseph Prestwich, F. R. S.",author
"Sir W. de. W. Abney, K. C. B., F. R. S. ",author
"Sir Joseph Larmor, Sec. R. S.",author
F. G.,author
"J. Milne, F. G. S.",author
Mons. Du Vernay,author
"W. North, B. A., F. C. S.",author
Robert Redding,author
"S. Allport, F. G. S.",author
"R. J. Caldwell, D.Sc.",author
His Majesty the Emperor of Brazil,author
"Mortimer Evans, M. Inst. C. E., F. R. A. S.",author
Martin Folkes,author
"A. Dupr\#xE9;, Ph. D.",author
"J. W. Dawson, C. M. G., LL. D., F. R. S., \amp;c.",author
S. J. Meltzer,author
"Professor A. C. Seward, F. R. S.",author
John Lock,author
"Allan Macfadyen, M. D.",author
"The Earl of Rosse, F. R. S.",author
J. Howard Mummery,author
Francis Woolaston,author
J. A. Braunio,author
Jo. Georg Steigertahl,author
"J. A. Crowther, B. A.",author
Chr. Wilson,author
"George Sydenham Clarke, Lieut. R. E.",author
Edward Turner,author
"Professor Alexander Macalister, F. R. S.",author
"Prof. J. Joly, F. R. S.",author
"Robert Jones, M. A.",author
Luke Howard,author
"W. E. Dalby, F. R. S.",author
Mr. Flowers,author
"the Hon. C. A. Parsons, C. B., F. R. S.",author
Mr. Nuis,author
"R. H. Aders Plimmer, D. Sc.",author
"D. B. Macleod, M. A., B. Sc.",author
"Professor O. Henrici, F. R. S.",author
John Arbuthnott,author
John Colson,author
"Geo. Fras. Fitz Gerald, F. R. S., F. T. C. D.",author
William Lewis,author
C. E. Haselfoot,author
"Professor Frankland, F. R. S.",author
"John S. Flett, M. A., D. Sc.",author
"W. Lassell, F. R. S., V. P. R. A. S., LL. D.",author
"Professor A. W. Williamson, Foreign Sec. R. S.",author
Father Goree,author
Mr. Butler,author
"Prof. W. D. Halliburton, F. R. S.",author
Evan Pugh,author
"John D. Thomson, M. B., C. M.",author
Hen. Beighton,author
"Wyndham R. Dunstan, M. A., F. C. S.",author
Georg Forchhammer,author
Samuel Jeake,author
Mr. Lewis,author
Nich. Waite,author
"Frank Horton, Sc. D.",author
Honourable Philip,author
U. Behn,author
M. Jules Raynaud ,author
"C. S. Sherrington, M. A., M. B., \amp;c.",author
"Prof. Edward Hull, M. A., F. R. S.",author
Isaac Dalby,author
"J. Hopkinson, D. Sc., F. R. S.",author
"W. J. Russell, Ph. D., F. R. S., Treas. C. S.",author
Christopher Maire,author
"W. L. Bragg, B. A.",author
"Colonel Sir David Bruce, C. B., E. R. S., A. M. S",author
George Witchell,author
Mr. C.,author
"Frank Horton, D. Sc. B. A.",author
Samuel Doudy,author
Fearon Fallows,author
James Dewar,author
J. Evershed,author
Lionel Beale,author
Mr. Ramsden,author
"Henry E. Armstrong, F. R. S.",author
Israel Mauduit,author
"Henry M. Jeffery, F. R. S.",author
"D. H. Scott, Ph. D., F. R. S., Pres. L. S.",author
"E. Emrys-Roberts, M. B. (Liverpool)",author
"J. B. N. Hennessey, F. R. A. S.",author
Is. B. Balfour,author
Genoua,author
"L. N. G. Filon, M. A., D. Sc., F. R. S.",author
C. Kreil,author
"W. A. Douglas Rudge, M. A.",author
George C. Foster,author
"S. E. Chandler, A. R. C. S.",author
D. Papin,author
"J. F. Bateman, F. R. S.",author
Charles Green,author
"J. C. G. Ledingham, M. A., M. B. (Aberdeen)",author
Prof. Wolf,author
"Sir Robert Hadfield, F. R. S.",author
"C. Thompson, F. C. S., F. I. C.",author
J. Gordon Wilson,author
G. Udny Yule ,author
"Frank E. Beddard, M. A.",author
"W. T. Blanford, F. R. S.",author
Evan Davis,author
"Alfred Walter Campbell, M. D.",author
"Lilian Marion Underwood, B. Sc.",author
J. A. Gunn,author
M. Tweedy,author
"David Ferrier, M. D., LL. D., F. R. S.",author
W. A. Douglas Rudge,author
John Maud,author
John Priestley ,author
"C. F. U. Meek, M. Sc., F. L. S., F. Z. S.",author
"H. Stanley Allen, M. A., B. Sc.",author
Thomas Grubb,author
"J. A. Harker, D. Sc., F. R. S.",author
"Warren De La Rue, Esq., D. C. L, V. P. R. S., F. R. A. S.",author
"R. Angus Smith, Ph. D., F. R. S.",author
Lieut. Newbold,author
Richard Saunders,author
"J. Clerk Maxwell, M. A.",author
"J. J. Thomson M. A., F. R. S.",author
"Isaac Roberts, F. G. S., F. R. A. S.",author
"A. Edington, M. D.",author
"G. W. C. Kaye, B. A. (Cantab.), B. Sc. (Lond.), A. R. C. Sc.",author
"Alexander Galt, B. Sc., F. R. S. E.",author
T. P. Kirkman,author
"W. T. David, B. A., B. Sc.",author
"C. William Siemens, D. C. L., F. R. S.",author
John Beaumont,author
"Maria Dawson, B. Sc.",author
Will. Maunder,author
Robert Mallet,author
A. A. C. Swinton. ,author
"James Muir, B. A., D. Sc.",author
M. S. Benjamin,author
"George Biddell Airy, Astronomer Royal, F. R. S.",author
Abb\#xE9; Nolet,author
"J. J. Sylvester, M. A., LL. D., F. R. S.",author
"Theodore T. Groom, B. A., B. Sc., F. G. S.",author
Charles Lyttleton,author
"Sir J. R. Bradford, K. C. M. G., Sec. R. S.",author
"W. D. Niven, F. R. S.",author
"E. J. Stone, M. A., F. R. S.",author
Thomas Smith,author
William Durston,author
"Sydney J. Hickson, B. A. (Cantab.), B. Sc. (Lond.)",author
"G. Gore, F. R. S., LL. D.",author
Edward John Russell,author
"Leonard Hill, F. R. S.",author
"Louis Vessot King, B. A. (Cantab)",author
"George Stillingfleet Johnson, M. R. C. S., F. C. S., F. I. C. ",author
"Reginald S. Clay, B. A., D. Sc.",author
"Frank Clowes, D. Sc. (Lond.)",author
Martin Martinez,author
"C. E. Haselfoot, M. A.",author
"Prof. G. G. Stokes, R. S.",author
"Major A. E. Hamerton, D. S. O.",author
"Edgar Philip Perman, D. Sc.",author
Geoffrey Smith.,author
David Hartley,author
"T. Royds, M. Sc.",author
MM. Adolphe,author
"T. E. Thorpe, F. R. S.",author
F. E. Rowett (Whitworth Scholar),author
Edward Nettleship,author
"Prof. E. A. Minchin, F. R. S.",author
James Christopher Le Blon,author
"Sir William Turner, K. C. B., F. R. S.",author
Francis Elefanti,author
"J. M. Dodds, B. A. ",author
Dr. Deidier,author
"Arthur E. Shipley, B. A.",author
George Peacock,author
"Dr. J. Rose Bradford, Sec. R. S.",author
Graves C. Haughton,author
John Clark,author
James Dyer,author
Arthur Bayly,author
"T. H. Rowney, Ph. D.",author
Mr. Bonavert,author
Major-General Sabine,author
"R. Wallace Stewart, B. Sc. (Lond.)",author
"Sir W. H. Preece, F. R. S.",author
Charles Combe,author
"T. E. Thorpe, Ph. D., F. R. S.",author
Claud. Joseph Geoffroy,author
"Arthur Holmes, A. R. C. S., B. Sc.",author
"G. J. Symons, F. R. S.",author
Ambrose Hosty,author
C. H.,author
W. White,author
John M\#xFC;ller,author
"R. E. Slade, D. Sc., F. I. C.",author
"H. Wolferstan Thomas, M. D., C. M. (McGill)",author
"Florence A. Mockeridge, B. Sc.",author
"Professor M. Foster, Sec. B. S.",author
"Professor Thorpe, F. R. S.",author
F. Jaques Paul Babin,author
"Henry Jackson, M. A.",author
L. Richmond,author
"R. B. Clifton, F. R. S.",author
"Miss Emily Aston, B. Sc.",author
"R. V. Southwell, B. A.",author
Mr. Scarburgh,author
Sigismund August Frobenius,author
"J. Ivon Graham, B. Sc. (Lond.), A. R. C. Sc. I",author
"Dr. A. G\#xFC;nther, F. R. S.",author
"Marie C. Stopes, Ph. D., D. Sc., F. L. S.",author
Dr Wallace,author
Wm. Milner,author
"F. H. A. Marshall, Sc. D.",author
Nathaniel Polhill,author
Tim. Neve,author
P. A. Tucker,author
"William Spottiswoode, Pres. R. S.",author
F. W. Herschel,author
"William Spottiswoode, M. A., D. C. L, LL. D., Pres. R. S.",author
"Henry E. Roscoe, LL. D., F. R. S.",author
Mr Greenhill,author
Dr. Knight,author
B. V. Storr,author
Thomas Cave,author
Mons. Herissant,author
"William Jackson Pope, F. R. S.",author
"G. F. C. Searle, B. A.",author
"Percy T. Herring, M. D.",author
"Warren De La Rue, D. C. L., F. R. S.",author
James Cuningham,author
"L. H. Walter, M. A.",author
"E. Frankland Armstrong, D. Sc., Ph. D.",author
"C. G. Darwin, B. A.",author
Albert K\#xF6;lliker,author
"Margaret Benson, D. S., F. L. S.",author
Albany Hancock,author
Herbert E. Durham,author
Prof. T. B. Wood ,author
"Dr. Albert G\#xFC;nther, F. R. S.",author
Christian-Ludovicus Gersten,author
"William Ramsay, Ph. D.",author
"F. A. Abel, C. B., F. R. S.",author
Mons. le Cat,author
J. S. Bowerbank,author
"Captain W. DE W. Abney, C. B., R. E., D. C. L., F. R. S.",author
"Sydney H. Vines, B. A., B. Sc., F. L. S. ",author
"A. H . Peake, M. A., A. I. E. E.",author
"J. Rose-Innes, M. A., B. Sc.",author
John Byrom,author
"Professor J. J. Dobbie, M. A., D. Sc.",author
Joh. Martyn,author
M M. Picard,author
"D. H. Scott, For, Sec. R. S.",author
"James Mercer, M. A. (Cantab.), D. Sc. (Liverpool)",author
"G. N. Watson, Sc. D., D. Sc.",author
Frederick Skey,author
"E. T. Whittaker, F. R. S.",author
Abbate De Venuti,author
"J. C. W. Humfrey, B. Sc., Vict.",author
"Robert Mallet, C. E., F. R. S.",author
P. H. Gosse,author
"W. F. Sheppard, M. A., LL. M.",author
Mr. Mitchell,author
Dr. J. J. R. Macleod,author
"Thos. Andrews, F. R. S., M. Inst. C. E.",author
"J. Joly, M. A., Sc. D., F. R. S.",author
Mr. Witsen,author
"E. E. Atkin, B. A.",author
"B. T. Lang, F. R. C. S.",author
Prof. Ernest Wilson,author
John Evans,author
"D. Ferrier, M. A., M. D., F. R. S.",author
John Thomas Nicolson,author
Elias Loomis,author
"Augustus D. Waller, M. D.",author
W. Boyd Dawkins,author
"S. Ramanujan, F. R. S.",author
"Wilhelm Pfeffer, Sc. D. (Cantab.)",author
George B. Buckton,author
G. H. B. ,author
"F. E. E. Lamplough, M. A.",author
"William Wilson, M. Sc. Hon.",author
Henry Forth,author
"D. Orson Wood, B. Sc., A. R. C. Sc.",author
Fr. Sandys,author
Mr. Griffith,author
"Prof. H. M. Macdonald, F. R. S.",author
"J. Bretland Farmer, B. A., F. L. S.",author
Monsieur de Froidour,author
Ralph Reeder,author
C. G. Mathison,author
C. S. Salmon,author
"G. H. Darwin, M. A.",author
"Hon. R. J. Strutt, B. A.",author
Mr. Perry,author
"J. F. Gemmill, M. A., M. D., D. Sc., F. Z. S.",author
"Morgan W. Crofton, F. R. S.",author
"G. D. Liveing, M. A., F. R. S. ",author
"Professor M. J. M. Hill, F. R. S.",author
"R. T. Beatty, M. A., B. E.",author
H. G. Hennessy,author
C. W. Pasley,author
John Lloyd Williams,author
"Prof. Sherrington, F. R. S.",author
F. Osmond ,author
T. G. B.,author
"Professor Charles Chilton, M.A., D.Sc., F. L. S.",author
"J. N. Pring, D. Sc. ",author
Walter Needham,author
E. Pelikan,author
Anthony Hewnden,author
"Prof H. L. Callendar, M. A., F. R. S.",author
"Leonard Hill, F. R. S.,",author
Charles Pears,author
"J. S. Haldane, M.D., LL.D., F. R. S.",author
Right Honourable the Earl of Morton,author
Edw. Lhwyd,author
"C. A. Mac Munn, M. A., M. D.",author
August Kekul\#xE9;,author
Mr Thoresby,author
"G. Marconi, M. I. E. E.",author
C. W. Siemens,author
Anthony Van Leeuwenhoek,author
"H. Marshall Ward, Sc. D., F. R. S.",author
Mr. Prince,author
"Chas. A. MacMunn, B. A., M. D.",author
"Dr. M. Foster, Sec. R. S.",author
J. Samuelson,author
Mark Akenside,author
"Prof. T. G. Brodie, F. R. S.",author
"Sir Joseph Fayrer, K. C. S. I., M. D., F. R. S.",author
"Hugh L. Callendar, M. A., LL. D., F. R. S.",author
Joshua Childrey,author
Dr. Garrod,author
"W. B. Fry, Captain R. A. M. C.",author
John. J. Bennett,author
Mr Hodgson,author
"J. Rose Bradford, M. B., D. Sc.",author
"L. S. Dudgeon, F. R. C. P.",author
"J. G. Grenfell, B. A., F. G. S.",author
Tho. Burrat,author
C. L&apos;. Epinasse,author
Littleton Brown,author
Granville Wheler,author
Edward W. Brayley,author
"Astronomer Royal, F. R. S.",author
"T. E. Thorpe, Ph. D.",author
"Frederick Soddy, M. A.",author
"Professor W. F. R. Weldon, F. R. S.",author
Leonard S. Dudgeon,author
Professor Williamson,author
"W. H. Waters, B. A.",author
Spencer Cowper,author
George Dollond,author
George Rolleston,author
"Frederick Keeble, Sc. D.",author
Dr. Michael Foster,author
"Sir W. De W. Abney, K. C. B., D. Sc., D. C. L., F. R. S.",author
"Sir William Thomson, F. R. S. \amp;c.",author
"John Frederick Adair, M. A.",author
"Dr. M. W. Travers, F. R. S.",author
William Houstoun,author
