target,source,type
105069,Mr. Serson,authored
105069,James Short,authored
105070,Thomas Heberden,authored
105070,William Heberden,authored
105071,Thomas Heberden,authored
105071,William Heberden,authored
105072,Willem Van Hazen,authored
105073,Thomas Percival,authored
105074,Wm. Watson,authored
105076,Mordach Mackenzie,authored
105078,Dr. Bianchini,authored
105078,William Watson,authored
105079,Joseph Warner,authored
105081,Thomas Wilbraham,authored
105082,J. Smeaton,authored
105083,William Watson,authored
105084,John Bond,authored
105085,J. Smeaton,authored
105085,Mr. De Moura,authored
105086,James Parsons,authored
105087,Francis Blake,authored
105088,Sieur de Peyssonnel,authored
105088,William Watson,authored
105089,Rich. Brooke,authored
105090,Horace Walpole,authored
105091,John Parker,authored
105091,Henry Baker,authored
105092,Joseph Warner,authored
105093,Benjamin Ray,authored
105093,Maurice Johnson,authored
105094,John Ellicott,authored
105095,J. Smeaton,authored
105096,Wm. Dixon,authored
105096,Wm. Watson,authored
105097,William Henry,authored
105099,James Parsons,authored
105100,Dr. Mackenzie,authored
105101,James Short,authored
105102,Henry Eeles,authored
105103,Thomas Hope,authored
105104,Guill. Mazeas,authored
105104,James Parsons,authored
105105,Abbe Nollet,authored
105106,Mr. Mylius,authored
105107,Mons. Faget,authored
105107,James Theobald,authored
105108,Benjamin Franklin,authored
105109,W. Watson,authored
105110,Mr. Brown,authored
105115,William Henry,authored
105115,Lord Cadogan,authored
105116,J. Short,authored
105117,George Costard,authored
105117,Thales,authored
105118,Anne Elizabeth Queriot,authored
105118,Ambrose Hosty,authored
105119,Francis Drake,authored
105119,John Ward,authored
105120,John Pringle,authored
105121,Wm Borlase,authored
105122,Mr. Appleby,authored
105122,W. Watson,authored
105123,Camillo Paderni,authored
105124,Mons. Clairaut,authored
105125,Wm. Borlase,authored
105126,William Henry,authored
105127,John Robertson,authored
105128,John Dollond,authored
105130,Wm. Watson,authored
105132,John Ellis,authored
105133,Henry Baker,authored
105134,Claude Gros de Boze,authored
105134,John Ward,authored
105135,W. Watson,authored
105135,Professor Gmelin,authored
105136,Philip Miller,authored
105137,George Costard,authored
105137,Xenophon,authored
105138,Samuel Sharp,authored
105139,Francis Hume,authored
105139,John Clephane,authored
105140,James Short,authored
105140,Servington Savery,authored
105141,John Dollond,authored
105141,J. Short,authored
105142,John Bond,authored
105143,J. Bevis,authored
105144,J. Short,authored
105145,Abb\#xE9; Nollet,authored
105145,William Watson,authored
105146,John Browning,authored
105146,Henry Baker,authored
105147,William Stukeley,authored
105148,Richard Pocock,authored
105149,Richard Pococke,authored
105150,William Kersseboom,authored
105150,James Parsons,authored
105151,Father D&apos;Incarville,authored
105152,T. Melvil,authored
105153,Joseph Warner,authored
105154,James Dodson,authored
105155,John Lining,authored
105156,Emanuel Mendez da Costa,authored
105158,John Pringle,authored
105159,J. Bevis,authored
105159,James Short,authored
105160,John Ellis,authored
105161,Father Gaubil,authored
105162,William Shervington,authored
105162,Peter Collinson,authored
105163,James Simon,authored
105163,Henry Baker,authored
105164,Samuel Sharp,authored
105165,John Ward,authored
105166,Benjamin Wilson,authored
105167,John Canton,authored
105168,Professor Bose,authored
105168,Wm. Watson,authored
105169,J. Short,authored
105170,Mr. Simson,authored
105170,Honourable Philip,authored
105171,James Parsons,authored
105171,W. Mazeas,authored
105172,M. de St. Jaques Silvabelle,authored
105172,J. Bevis,authored
105173,George Costard,authored
105174,Abb\#xE9; Nollet,authored
105174,Thomas Birch,authored
105175,Joseph Spence,authored
105176,James Dodson,authored
105177,George Edwards,authored
105178,John Ellis,authored
105179,William Arderon,authored
105179,Henry Miles,authored
105180,Monsieur De L&apos;Isle,authored
105181,James Ferguson,authored
105182,Henry Miles,authored
105184,J. Smeaton,authored
105187,John Chevalier,authored
105187,James Short,authored
105188,John Dollond,authored
105189,David Erskine Baker,authored
105190,John Landen,authored
105191,Robert Watson,authored
105191,Abb\#xE9; Nollet,authored
105192,Samuel Sharp,authored
105192,Joseph Warner,authored
105193,J. Smeaton,authored
105194,John Martyn,authored
105194,William Watson,authored
105195,Thomas Heberden,authored
105195,W. Heberden,authored
105196,James Parsons,authored
105197,Mr. Jacob,authored
105198,John Ellis,authored
105199,Camillo Paderni,authored
105200,William Lewis,authored
105201,John Swinton,authored
105202,John Lining,authored
105203,William Watson,authored
105204,John Henry Winkler,authored
105205,William Hirst,authored
105206,Monsieur Clairaut,authored
105207,John Canton,authored
105208,Cheney Hart,authored
105209,William Brakenridge,authored
105210,William Watson,authored
105211,Gustavus Brander,authored
105212,William Watson,authored
105213,Joseph Warner,authored
105213,B. Gooch,authored
105214,Mons. Bonnet,authored
105215,Murdock Mackenzie,authored
105216,Camillo Paderni,authored
105217,James Gray,authored
105218,Stephen Hales,authored
105219,John Huxham,authored
105220,Samuel Tull,authored
105220,William Watson,authored
105221,William Mountaine,authored
105221,James Dodson,authored
105226,John Winthrop,authored
105227,James Mounsey,authored
105227,Mr. Baker,authored
105228,J. Wall,authored
105229,Jeremiah Milles,authored
105230,John Robertson,authored
105231,Peter Travers,authored
105231,John Huxham,authored
105232,John Andrew Peyssonel,authored
105232,Lemoine,authored
105232,Moulon,authored
105233,Camillo Paderni,authored
105234,William Borlase,authored
105235,Keane Fitzgerald,authored
105236,Abraham Trembley,authored
105237,Richard Pultney,authored
105237,William Watson,authored
105238,John Nixon,authored
105239,James Dyer,authored
105239,Mr. Milles,authored
105240,John Collet,authored
105241,John Ward,authored
105242,John Walker,authored
105243,Abraham Trembley,authored
105244,William Lewis,authored
105245,William Lewis,authored
105246,John Nixon,authored
105247,John Swinton,authored
105248,John Ellis,authored
105249,Philip Miller,authored
105249,Thomas Thomlinson,authored
105250,John Smeaton,authored
105251,Lord Walpole,authored
105251,John Pringle,authored
105251,Robert Whytt,authored
105252,John Pringle,authored
105252,Matthew Simson,authored
105252,Adam Austin,authored
105252,Adam Drummond,authored
105253,Emanuel Mendes da Costa,authored
105255,Erasmus Darwin,authored
105255,William Watson,authored
105256,George Edwards,authored
105258,John Ellis,authored
105259,John Robertson,authored
105260,George Edwards,authored
105261,H. Baker,authored
105262,Andrew Mitchell,authored
105263,Charles Cavendish,authored
105265,Mark Akenside,authored
105266,William Mountaine,authored
105266,James Dodson,authored
105267,James Parsons,authored
105268,Richard Forster,authored
105269,Jos. Warner,authored
105270,Keane Fitz-Gerald,authored
105274,Richard Grindall,authored
105275,John Pringle,authored
105275,Robert Whytt,authored
105275,Lord Walpole,authored
105275,Patrick Brydone,authored
105275,Elizabeth Foster,authored
105275,Robert Brydone,authored
105276,James Parsons,authored
105277,Ja. Bradley,authored
105278,Tho. Simpson,authored
105279,John Huxham,authored
105279,Dr. Watson,authored
105280,John Ellis,authored
105280,Philip Miller,authored
105281,John Ellis,authored
105282,Richard Forster,authored
105283,William Brakenridge,authored
105283,Mr. Forster,authored
105284,Benjamin Franklin,authored
105285,D. Klinkenberg,authored
105286,John Smeaton,authored
105287,Mr. Perry,authored
105287,Wm. Stukeley,authored
105288,J. Robertson,authored
105289,William Borlase,authored
105289,Charles Lyttelton,authored
105290,Richard Pultney,authored
105291,Richard Oram,authored
105291,John Gaze,authored
105291,Henry Baker,authored
105292,John Huxham,authored
105293,Joshua Platt,authored
105294,Daniel Peter Layard,authored
105295,Patrick Murdoch,authored
105296,James Johnstone,authored
105296,Charles Lyttelton,authored
105297,Nicholas Jenty,authored
105298,Patrick Murdoch,authored
105299,William Mountaine,authored
105300,Robert Whytt,authored
105301,Joseph Warner,authored
105302,John Andrew Peyssonel,authored
105303,John Andrew Peyssonel,authored
105304,Edward Wright,authored
105305,John Nixon,authored
105306,Nic. Munckley,authored
105307,James Burrow,authored
105308,Robert Home,authored
105309,Camillo Paderni,authored
105310,Thomas Simpson,authored
105311,John Andrew Peyssonel,authored
105312,William Chapman,authored
105314,John Andrew Peyssonel,authored
105316,Micheli,authored
105316,Haller,authored
105316,Linnaeus,authored
105316,Wm. Watson,authored
105316,Dillenius,authored
105317,William Chapman,authored
105319,Patrick Brydone,authored
105321,Father Gaubil,authored
105322,Keane Fitz-Gerald,authored
105323,John Dollond,authored
105323,James Short,authored
105324,William Watson,authored
105325,Francis Fauquier,authored
105325,William Fauquier,authored
105326,Daniel Peter Layard,authored
105327,Henry Ellis,authored
105328,Thomas Simpson,authored
105330,John Andrew Peyssonnel,authored
105331,William Arderon,authored
105331,Mr. Baker,authored
105332,Henry Baker,authored
105333,Charles Morton,authored
105333,Mr. Wooller,authored
105334,John Swinton,authored
105336,J. Wall,authored
105337,John Andrew Peyssonel,authored
105338,John Ellis,authored
105339,W. Watson,authored
105340,George Forbes,authored
105341,Taylor White,authored
105341,Thomas Combes,authored
105346,Francis Blake,authored
105347,Robert Marsham,authored
105347,Steph. Hales,authored
105348,William Borlase,authored
105349,Samuel Pullein,authored
105350,Robert Chambers,authored
105350,Emanuel Mendez da Costa,authored
105351,John Andrew Peyssonel,authored
105352,Samuel Cooper,authored
105352,Joseph Warner,authored
105353,Josiah Colebrooke,authored
105354,Josiah Colebrooke,authored
105355,Samuel Pullein,authored
105356,Richard Brooke,authored
105356,Henry Baker,authored
105357,Richard Brooke,authored
105357,H. Baker,authored
105358,Benjamin Wilson,authored
105358,Edward Delaval,authored
105359,William Carey,authored
105359,William Henry,authored
105360,William Henry,authored
105361,J. Bevis,authored
105361,Nicolas Munckley,authored
105363,J. Smeaton,authored
105364,James Bate,authored
105364,Alexander Russel,authored
105365,Doctor Himsel,authored
105365,John Godfrey Teske,authored
105366,Martin Hubner,authored
105366,Emanuel Mendes da Costa,authored
105367,Joseph Warner,authored
105368,Abbate De Venuti,authored
105369,John Ellis,authored
105370,Ambrose Dawson,authored
105370,William Heberden,authored
105371,John Pringle,authored
105372,John Pringle,authored
105374,John Rutty,authored
105375,Anne Whitfeld,authored
105375,John van Rixtel,authored
105376,William Mountaine,authored
105376,Gowin Knight,authored
105377,Richard Forster,authored
105378,Josiah Colebrooke,authored
105379,William Dutton,authored
105380,Joseph Warner,authored
105381,Benjamin Wilson,authored
105382,Robert Symmer,authored
105382,John Mitchell,authored
105383,William Watson,authored
105384,John Canton,authored
105385,William Brakenridge,authored
105386,Peter Collinson,authored
105387,James Short,authored
105388,John Michell,authored
105389,Nicolas Munckley,authored
105390,Mark Day,authored
105391,John Rutty,authored
105392,Professor Krashennicoff,authored
105392,D. Dumaresque,authored
105393,Tho. Barker,authored
105393,W. Stukeley,authored
105394,Dr. Linnaeus,authored
105394,John Ellis,authored
105397,Erasmus Darwin,authored
105398,Patrick Russell,authored
105399,Jeremiah Milles,authored
105400,John Landen,authored
105400,Thomas Simpson,authored
105401,John Michell,authored
105402,Abbe de la Caille,authored
105403,Abbate de Venuti,authored
105403,John Nixon,authored
105405,General Clive,authored
105405,James Parsons,authored
105406,George Edwards,authored
105407,Charles White,authored
105407,George Lloyd,authored
105408,Terence Brady,authored
105409,Dr. Willis,authored
105409,Francis Dashwood,authored
105410,Dr. Himsel,authored
105410,James Parsons,authored
105411,Charles White,authored
105411,George Lloyd,authored
105413,H. Baker,authored
105414,Francis Haskins Eyles Stiles,authored
105415,Matthew Raper,authored
105416,Keane Fitzgerald,authored
105416,Hon. George,authored
105417,George Edwards,authored
105418,Turberville Needham,authored
105419,Joseph Bruni,authored
105420,Francis Eyles Styles,authored
105421,Charles Yonge,authored
105421,John Huxham,authored
105422,John Swinton,authored
105424,Nevil Maskelyne,authored
105425,Benjamin Wilson,authored
105427,H. Pemberton,authored
105428,John Ellis,authored
105429,James Short,authored
105430,Samuel More,authored
105430,Charles Morton,authored
105431,Jer. Milles,authored
105436,J. Parsons,authored
105437,Dr. Lavington,authored
105438,Edward Delaval,authored
105439,William Martin,authored
105439,Emanuel Mendez da Costa,authored
105441,James Parsons,authored
105442,Peter Dollond,authored
105442,James Short,authored
105443,W. Heberden,authored
105444,James Ferguson,authored
105445,John Michell,authored
105446,John Baptist Paitoni,authored
105447,Edward Spry,authored
105448,Tho. Woollcombe,authored
105449,George Edwards,authored
105451,John Wilkinson,authored
105453,Thomas Heberden,authored
105454,William Heberden,authored
105456,Honourable James,authored
105458,Hugh Hamilton,authored
105459,Benjamin Franklin,authored
105460,Benjamin Gale,authored
105461,W. Ludlam,authored
105462,William Brownrigg,authored
105463,Benjamin Gale,authored
105464,F. H. Eyles Stiles,authored
105465,Anne James,authored
105465,Josiah Colebrooke,authored
105466,Mr. Griffith,authored
105467,John Ellis,authored
105468,John Hope,authored
105469,Mr. Messier,authored
105469,Matthew Maty,authored
105470,Thomas Hornsby,authored
105473,M. Messier,authored
105473,Matthew Maty,authored
105474,John Swinton,authored
105475,Daniel Peter Layard,authored
105475,Michael Morris,authored
105476,John Swinton,authored
105478,James Parsons,authored
105479,William Borlase,authored
105479,Emanuel Mendes da Costa,authored
105480,Edward Wortley Montagu,authored
105481,M. Messier,authored
105481,M. Maty,authored
105482,Alexander Brice,authored
105483,Henry Baker,authored
105485,Robert Smith,authored
105486,Arthur Lee,authored
105488,J. Michell,authored
105490,George Carlisle,authored
105491,Henry Cavendish,authored
105492,Dr. Wolfe,authored
105492,Henry Baker,authored
105493,Mr. Hommel,authored
105493,Dr. Pallas,authored
105493,John Albert Schlosser,authored
105494,John Ellis,authored
105495,Dr. Parsons,authored
105497,William Mountayne,authored
105497,David Ross,authored
105498,Alex. Brice,authored
105499,William Bowles,authored
105499,P. Collinson,authored
105501,F. Mallet,authored
105501,M. Maty,authored
105503,M. Messier,authored
105503,M. Maty,authored
105504,Mathew Maty,authored
105504,Le Prince De Croy,authored
105505,Le Prince De Croy,authored
105506,Mr. Le Cat,authored
105506,J. O. Justamond,authored
105508,John Ellis,authored
105509,Alexander Rose,authored
105509,P. Murdoch,authored
105510,John Swinton,authored
105512,William Moreland,authored
105512,W. Watson,authored
105513,Emanuel Mendes da Costa,authored
105514,John Ellis,authored
105514,John Hunter,authored
105517,John Hadley,authored
105518,Mr. Butler,authored
105518,Henry Baker,authored
105519,James Ferguson,authored
105520,P. Murdoch,authored
105521,Joshua Platt,authored
105522,Samuel Felton,authored
105523,William Watson,authored
105524,William Borlase,authored
105525,Percival Pott,authored
105526,P. Collinson,authored
105527,Mordach Mackenzie,authored
105528,Josiah Tucker,authored
105530,John Albert Schlosser,authored
105531,Dr. Wolfe,authored
105532,John Swinton,authored
105533,James Short,authored
105534,John Bevis,authored
105535,James Ferguson,authored
105536,Samuel Dunn,authored
105537,John Howard,authored
105538,M. l&apos; Abbe Barthelemy,authored
105538,John Swinton,authored
105540,Nathanael Bliss,authored
105541,Thomas Hornsby,authored
105542,Matthew Raper,authored
105543,Charles Messier,authored
105544,Mons. Pingre,authored
105544,M. Maty,authored
105545,Christian Mayer,authored
105545,James Parsons,authored
105547,Mungo Murray,authored
105547,John Bevis,authored
105548,Michael Morris,authored
105549,James Johnstone,authored
105549,Right Rev. Charles,authored
105550,John Winthorp,authored
105550,John Sullivan,authored
105552,W. Heberden,authored
105553,M. Calandrini,authored
105553,William Watson,authored
105554,Edward Delaval,authored
105555,Thomas Lawrence,authored
105556,W. Watson,authored
105557,Benjamin Wilson,authored
105559,James Ferguson,authored
105560,John Canton,authored
105561,Nevil Maskelyne,authored
105562,John Winthrop,authored
105563,John Winthrop,authored
105564,Robert Veicht,authored
105564,William Lewis,authored
105565,Richard Price,authored
105566,John Swinton,authored
105567,John Horsley,authored
105567,N. Maskelyne,authored
105568,John Swinton,authored
105569,Nevil Maskelyne,authored
105570,Nevil Maskelyne,authored
105571,Andrew Oliver,authored
105572,Nevil Maskelyne,authored
105573,M. l&apos; Abbe Barthelemy,authored
105573,John Swinton,authored
105578,David Wark,authored
105579,Tho. Barker,authored
105580,John Winthrop,authored
105581,Nevil Maskelyne,authored
105582,Abbe De la Caille,authored
105583,Nevil Maskelyne,authored
105584,John Swinton,authored
105585,Francis Haskins Eyles Stiles,authored
105586,Francis Haskins Eyles Stiles,authored
105587,Robert Mackinlay,authored
105588,T. W.,authored
105589,Keane Fitzgerald,authored
105590,Joseph Gaertner,authored
105592,Dr. Storke,authored
105592,William Watson,authored
105593,John Swinton,authored
105594,Right Reverend Richard,authored
105595,John Swinton,authored
105596,Emanuel Mendez da Costa,authored
105597,Richard Dunthorne,authored
105599,John Stephens,authored
105600,J. Nixon,authored
105601,D. Lysons,authored
105604,Mr. Molloy,authored
105605,William Henry,authored
105606,Keane Fitzgerald,authored
105607,William Heberden,authored
105607,Thomas Heberden,authored
105608,William Watson,authored
105608,J. A. Braunio,authored
105609,Nathaniel Bliss,authored
105610,Ja. Short,authored
105611,John Canton,authored
105612,Samuel Dunn,authored
105613,Nevil Maskelyne,authored
105614,Richard Haydon,authored
105616,Peter Wargentin,authored
105618,Benedict Ferner,authored
105619,James Porter,authored
105621,Mons. Planman,authored
105621,Peter Wargentin,authored
105622,Nathanael Bliss,authored
105624,Mons. De la Lande,authored
105624,M. Chappe,authored
105626,Joseph Warner,authored
105626,Dr. Frewen,authored
105627,Philip Morant,authored
105628,Frank Nicholls,authored
105630,Abbe Nollet,authored
105630,William Watson,authored
105631,Richard Pulteney,authored
105631,W. Watson,authored
105632,Edward Delaval,authored
105633,John Ellis,authored
105634,Matthew Raper,authored
105636,Mr. Pingr\#xE9;,authored
105636,Matthew Maty,authored
105637,Mr. Dixon,authored
105637,Charles Mason,authored
105638,Charles Mason,authored
105639,William Hirst,authored
105640,Eustachio Zanotto,authored
105640,Nathanael Bliss,authored
105642,John Wood,authored
105642,W. Stukeley,authored
105643,William Borlase,authored
105644,Nevil Maskelyne,authored
105645,Benjamin Wilson,authored
105646,Henry More,authored
105647,Dr. Frewen,authored
105648,Benjamin Franklin,authored
105649,Mr. Delaval,authored
105649,John Canton,authored
105650,Samuel Dunn,authored
105651,John Bartram,authored
105652,Richard Forster,authored
105653,Abraham Mason,authored
105657,William Hudson,authored
105658,William Borlase,authored
105659,John Huxham,authored
105660,Andrew Cantwell,authored
105661,Charlton Wollaston,authored
105662,James Bones,authored
105663,Mr. Bones,authored
105664,Charles Mason,authored
105665,Mr. Mason,authored
105665,James Short,authored
105666,Mr. Short,authored
105667,J. Bevis,authored
105668,Samuel Evatt,authored
105668,Benjamin Franklin,authored
105670,Alexander Russell,authored
105670,Dr. Nasmyth,authored
105671,Nevil Maskelyne,authored
105672,Samuel Dunn,authored
105673,Mons. De la Lande,authored
105674,Charles Morton,authored
105674,William Magee,authored
105675,Charlton Wollaston,authored
105676,Nevil Maskelyne,authored
105677,M. De la Lande,authored
105678,James Short,authored
105679,William Watson,authored
105680,James Bradley,authored
105680,Daniel Lysons,authored
105681,John Canton,authored
105682,Samuel Dunn,authored
105683,W. Watson,authored
105685,Daniel C. Solander,authored
105686,John Ellis,authored
105690,Peter Daval,authored
105690,Mr. Short,authored
105693,William Milbourne,authored
105695,William Watson,authored
105696,William Borlase,authored
105697,James Ferguson,authored
105698,Samuel Dunn,authored
105700,John Bartram,authored
105701,Thomas Dawes,authored
105702,Henry Horne,authored
105703,Simon Peter Pallas,authored
105704,James Stirling,authored
105704,Samuel Mead,authored
105705,Andrew Peter Du Pont,authored
105706,Monsieur Wargentin,authored
105707,Samuel Dunn,authored
105707,Mr. West,authored
105708,Mr. West,authored
105708,William Mountaine,authored
105709,Gronovius,authored
105709,George Dionysius Ehret,authored
105710,Ebenezer Kinnersley,authored
105712,Mr. Achard,authored
105713,Hugh Hamilton,authored
105714,Joseph Wilcox,authored
105714,Charles Morton,authored
105715,George Dionysius Ehret,authored
105716,John Taylor,authored
105717,Keane Fitzgerald,authored
105718,James Short,authored
105719,James Ferguson,authored
105720,P. Murdoch,authored
105721,Edmund Stone,authored
105722,Mons. Weymarn,authored
105722,Henry Baker,authored
105724,George Edwards,authored
105725,Francis Geach,authored
105725,John Huxham,authored
105726,Moses Lindo,authored
105727,James Ferguson,authored
105728,Edward Gulston,authored
105729,William Hirst,authored
105730,Edward Gulston,authored
105731,Mr. Verelst,authored
105732,Thomas Bayes,authored
105733,William Watson,authored
105734,John Swinton,authored
105736,James Short,authored
105737,Josiah Colebrook,authored
105738,Samuel Dunn,authored
105739,Mark Akenside,authored
105741,Mr. Bayes,authored
105741,Mr. Price,authored
105742,John Ellis,authored
105743,B. Wilson,authored
105744,Thomas Hornsby,authored
105745,H. Pemberton,authored
105749,William Hamilton,authored
105751,William Richardson,authored
105751,William Heberden,authored
105752,Patrick Murdoch,authored
105753,William Hunter,authored
105754,Captain Holland,authored
105754,R. Brocklesby,authored
105754,George Derbage,authored
105755,J. Bevis,authored
105756,J. Short,authored
105757,Daines Barrington,authored
105758,Joseph Priestley,authored
105759,John Ellis,authored
105759,William Aiton,authored
105760,Donald Monro,authored
105760,James Farley,authored
105761,Bishop of Carlisle,authored
105761,G. Carlyle,authored
105762,Thomas Pennant,authored
105763,James Horsefall,authored
105765,Mr. Chais,authored
105765,M. Maty,authored
105767,William Farr,authored
105768,Patrick Russell,authored
105768,Al. Russell,authored
105769,Dr. Wolfe,authored
105769,Mr. Baker,authored
105770,Peter Wargentin,authored
105771,John Smeaton,authored
105771,Nevil Maskelyne,authored
105772,J. Smeaton,authored
105773,J. Smeaton,authored
105774,John Landen,authored
105775,Sylvester Douglas,authored
105776,Joseph Benevuti,authored
105776,Ch. Allioni,authored
105776,Daniel Peter Layard,authored
105777,James Parsons,authored
105778,J. A. Rizzi Zannoni,authored
105778,Mathew Maty,authored
105778,Nevil Maskelyne,authored
105779,Mr. Miller,authored
105779,W. Watson,authored
105780,John Robertson,authored
105781,John Reinhlod Forster,authored
105782,William Hewson,authored
105782,William Hunter,authored
105784,John Swinton,authored
105785,John Swinton,authored
105786,John Swinton,authored
105787,John Swinton,authored
105788,John Swinton,authored
105789,Charles Mason,authored
105789,Jeremiah Dixon,authored
105789,Nevil Maskelyne,authored
105790,Charles Mason,authored
105790,Jeremiah Dixon,authored
105791,Charles Mason,authored
105791,Jeremiah Dixon,authored
105792,James Byres,authored
105793,John Canton,authored
105795,Nevil Maskelyne,authored
105799,J. Moult,authored
105801,Dan. Lysons,authored
105802,William Hamilton,authored
105803,Daines Barrington,authored
105804,C. White,authored
105804,Mr. Watson,authored
105805,William Borlase,authored
105805,Henry Rosewarne,authored
105806,John Strange,authored
105807,Joseph Priestley,authored
105808,Joseph Priestley,authored
105809,Stephen de Visme,authored
105809,Mr. Baker,authored
105810,John Robertson,authored
105811,William Paxton,authored
105812,W. Farr,authored
105812,W. Watson,authored
105813,M. Messier,authored
105813,J. Bevis,authored
105814,Richard Price,authored
105816,John Ellis,authored
105817,Samuel Horsley,authored
105818,Jeremiah Milles,authored
105818,William Borlase,authored
105819,Thomas Bristol,authored
105819,Chr. Wilson,authored
105819,S. Barrington,authored
105819,J. Lich,authored
105819,Cov.,authored
105819,W. Watson,authored
105819,B. Franklin,authored
105819,B. Wilson,authored
105819,John Canton,authored
105819,Edward Delaval,authored
105820,James Horsfall,authored
105821,Thomas Hornsby,authored
105822,Samuel Horsley,authored
105823,John Bevis,authored
105824,John Canton,authored
105825,John Strange,authored
105826,William Hewson,authored
105826,William Hunter,authored
105827,William Hewson,authored
105827,William Hunter,authored
105828,T. Lane,authored
105829,W. Hirst,authored
105830,Mr. Ludlam,authored
105831,John Hope,authored
105832,Samuel Holland,authored
105833,Jeremiah Dixon,authored
105834,Mr. Bayley,authored
105835,Thomas Wright,authored
105836,B. Gooch,authored
105836,Mr. Warner,authored
105838,J. Smeaton,authored
105839,William Smith,authored
105839,John Lukens,authored
105839,David Rittenhouse,authored
105839,John Sellers,authored
105839,Doctor Smith,authored
105839,Nevil Maskeline,authored
105841,Alexander Wilson,authored
105842,James Lind,authored
105843,Alexander Jardine,authored
105843,Nevil Maskelyne,authored
105844,John Winthrop,authored
105845,William Heberden,authored
105846,James Lind,authored
105846,Nevil Maskelyne,authored
105847,John Swinton,authored
105848,M. de la Lande,authored
105848,M. Messier,authored
105849,Alexander Aubert,authored
105849,J. Short,authored
105850,George Brownrigg,authored
105850,William Watson,authored
105852,Henry Watson,authored
105854,Dr. Wilson,authored
105855,Benedict Ferner,authored
105856,Francis Wollaston,authored
105857,Owen Biddle,authored
105857,Joel Bayley,authored
105857,Benjamin Franklin,authored
105857,Nevil Maskelyne,authored
105858,Daniel Harris,authored
105859,John Swinton,authored
105860,John Leeds,authored
105861,John Canton,authored
105862,M. Messier,authored
105863,William Wales,authored
105863,Joseph Dymond,authored
105864,Charles Morton,authored
105865,John Winthrop,authored
105866,James Short,authored
105870,William Hamilton,authored
105871,Philip Carteret,authored
105872,Ph. Carteret,authored
105873,James Johnstone,authored
105874,H. Hampe,authored
105875,Charles Douglas,authored
105877,Daines Barrington,authored
105878,Samuel Dunn,authored
105879,Keane Fitz Gerald,authored
105880,John Swinton,authored
105881,Thomas Woollcombe,authored
105881,J. Cor. Huxham,authored
105882,William Wales,authored
105883,Joseph Dymond,authored
105883,William Wales,authored
105884,John Strange,authored
105885,Tho. Davies,authored
105886,J. L. Winn,authored
105887,Joseph Priestley,authored
105888,Joseph Priestley,authored
105889,Jeremiah Milles,authored
105890,William Borlase,authored
105890,Jeremiah Milles,authored
105891,Dominico Cirillo,authored
105893,J. Rowning,authored
105894,Nathan Pigott,authored
105895,Richard Price,authored
105897,T. S. Kuckhan,authored
105898,James Robertson,authored
105898,Thomas Pennant,authored
105899,R. Watson,authored
105900,W. Ludlam,authored
105901,John Winthrop,authored
105902,J. A. Mallet,authored
105903,William Hewson,authored
105904,William Hewson,authored
105905,William Hewson,authored
105906,John Boddington,authored
105906,William Hunter,authored
105907,S. Horsley,authored
105908,John Landen,authored
105909,Alexander Rose,authored
105910,John Latham,authored
105910,Joseph Warner,authored
105911,Charles Mason,authored
105912,M. Pingre,authored
105913,Mr. Bird,authored
105913,Mr. Short,authored
105913,Thomas Heberden,authored
105914,William Smith,authored
105914,John Lukens,authored
105914,David Rittenhouse,authored
105914,Owen Biddle,authored
105914,Benjamin Franklin,authored
105915,John Robertson,authored
105916,John Ellis,authored
105917,John Ellis,authored
105918,John Swinton,authored
105919,Richard Price,authored
105921,Prince Masserano,authored
105922,Abbe Chappe,authored
105922,M. Bourriot,authored
105922,Dr. Bevis,authored
105926,Claude Nicholas le Cat,authored
105926,Michael Underwood,authored
105927,John Channing,authored
105928,George Witchell,authored
105929,Edward King,authored
105930,Edward King,authored
105931,Mr. Alexander,authored
105932,Edward King,authored
105933,Charles Clarke,authored
105934,William Sharp,authored
105935,Edward Spry,authored
105936,Henry Cavendish,authored
105937,John Swinton,authored
105938,John Swinton,authored
105939,G. D. Ehret,authored
105940,James Johnston,authored
105942,John Caverhill,authored
105943,S. Horsley,authored
105944,C. L&apos;. Epinasse,authored
105945,William Hamilton,authored
105946,John Howard,authored
105947,John Canton,authored
105948,Daines Barrington,authored
105949,James Cook,authored
105949,J. Bevis,authored
105950,William Martin,authored
105950,Fleming Martin,authored
105951,Thomas Percival,authored
105952,John Michell,authored
105953,John Whitehurst,authored
105953,Charles Morton,authored
105954,John Swinton,authored
105956,Thomas Harmer,authored
105956,Samuel Clark,authored
105957,Mr. Le Cat,authored
105957,J. O. Justamond,authored
105961,Mr. Mallet,authored
105961,M. Maty,authored
105961,J. Bevis,authored
105962,James Ferguson,authored
105963,Alexander Dalrymple,authored
105963,C. Morton,authored
105964,Sam. Horsley,authored
105965,Nathanael Pigott,authored
105965,J. Bevis,authored
105966,John Ellis,authored
105966,Peter Woulfe,authored
105967,John Ellis,authored
105968,Edward Wortley Montagu,authored
105969,W. Watson,authored
105970,T. Lane,authored
105971,Thomas Heberden,authored
105972,Peter Collinson,authored
105972,George Croghan,authored
105973,P. Collinson,authored
105975,Donald Monro,authored
105976,Peter Woulfe,authored
105980,Alexander Wilson,authored
105980,Nevil Maskelyne,authored
105982,J. B. Blake,authored
105983,James Clegg,authored
105984,Dr. Percival,authored
105984,Dr. Price,authored
